,User,ETH before hack,alETH before hack,% not recovered by user,is_multisig,ETH to recover
61,0x77fb352A851FAa6A1a3AEBAf70E10de6Af50962B,1.500207356041999,1.6056331269107769,100.0,False,3.105822746925729
62,0x94dA015A898C2cC4DB84F4C6897f5B35b092CD37,1.4507637708577563,1.552714936658394,100.0,False,3.0034615560301416
63,0x0C19A07242755b3F107cfB4C74d236a18548541F,1.4504035706849792,1.5523294237308636,100.0,False,3.0027158471882585
64,0xAC87234B21240CdA556bc4EE81eFd9E370fA1696,1.2687799510510684,1.3579423617429571,100.0,False,2.6267073127905682
65,0x2330eB2d92167c3b6B22690c03b508E0CA532980,1.098301192420605,1.1754833561999691,100.0,False,2.27377156408242
66,0xD38beB126F7ABd25fDbA3B2Ef4eE07a113EE83FE,1.0794328964520798,1.1552891070960654,100.0,False,2.2347092420782264
67,0xB9E8C62F360897EA8648FC6f4d98EdDC71D7A8F9,0.9707224726948237,1.0389391525899947,100.0,False,2.0096501490312453
68,0x8a7F162dAaC546997cc36B6B7C528A21800507B9,0.9698213325153583,1.0379746855659446,100.0,False,2.007784552481355
69,0x035Fc3B0ec2487c1c9dEF561F578ec77a06B1b12,0.9671746900024556,1.0351420525457875,100.0,False,2.0023053082379185
70,0x25Bb02dC1FFA8d7F7725484D824EaC95902a34Fe,0.772967320736875,0.8272869288342889,100.0,False,1.600245111254883
72,0x19C29401044097D450D25038a45898A57a7CeA6E,0.4752411282919648,0.5086382864227675,100.0,False,0.9838737962317469
73,0x0F51bDF7Af73eBA84ba964299dF4c16043224F3E,0.4352547959797132,0.4658419492860121,100.0,False,0.9010915995165044
74,0x31896bA604b9110F747654fe5Eb0992882Cd73Ad,0.35121367920916685,0.37589491592032015,100.0,False,0.7271044429465982
75,0x1bc371d79c5D3DaD6a9C2CE7EF7251C3A956527b,0.24283154173827257,0.2598963177346746,100.0,False,0.5027249886252776
77,0x5736d2bDc9483D5B4C654FDF7aecEeE6c5959C92,0.14517738276107467,0.1553795974273714,100.0,False,0.3005552638457173
78,0x55907Cf476998d2F58591C6D0a10eCbbE249A8EB,0.10177800712677794,0.10893036830912647,100.0,False,0.2107071721772483
79,0xde9E6fb9Dc88e8EB25cAeb85972FAF842e171431,0.07039158774004556,0.07533829552032906,100.0,False,0.14572905106401257
80,0xb96f5976bF96b8DBaC576825De2053Bb3bCF1023,0.06289102914803876,0.06731064167823965,100.0,False,0.13020092730439828
81,0x4216C2Fc321dcE8DE1eB46F4DA0bE3287117cF25,0.05432523492348456,0.058142893693366955,100.0,False,0.11246748636307773
82,0xEDe59767894B49f2a1C9fB6c309362C693F24EA1,0.04347760253671608,0.04653295334838834,100.0,False,0.09001004187620333
83,0x83fed4e58eF6bdfd71A570ea588b4170ac7a8566,0.03567164091970077,0.03817843454857324,100.0,False,0.07384965374444658
84,0x01AA31Ae8998f71a91d32105DBcDade03E1A7Bb1,0.02912398395756531,0.03117064667197629,100.0,False,0.06029428631462734
85,0xaBb8B277F49de499b902A1E09A2aCA727595b544,0.024211196540620324,0.025912617379993234,100.0,True,0.050123527686557354
86,0xCf1bF07792B2c42C6D40a54Be79F669F318deB34,0.02417366149340991,0.025872444589892928,100.0,False,0.050045820293000365
87,0x7248Ebb55470dF1a1B6af7073a5067C63c32e0CB,0.007347230493667529,0.007863550744615429,100.0,False,0.015210694376504668
90,0xB0493ED6E24B7831D4D6202132137d2d949BfE2c,0.004870709445265622,0.005212994327336677,100.0,False,0.010083646189206171
91,0x74644035faf6F293a7264FD77aBeE278d1805386,0.004851886850203122,0.005192848990730335,100.0,False,0.010044678480065274
92,0x1244a19E20ede3ABd2956760F072662Fc7df0dcA,0.004838155765415747,0.005178152965868014,100.0,False,0.01001625153274973
93,0x6ab615CF8deCFc488186E54066Fc10589C9293A3,0.004835974755126622,0.005175818686972334,100.0,False,0.010011736269349666
94,0x982F264ce97365864181df65dF4931C593A515ad,0.003511220259609317,0.003757968218195529,100.0,False,0.007269146966811557
96,0xe3933a68C04A685A6088b207E226482f23d13cA0,0.002435955687413371,0.002607140360727657,100.0,False,0.005043067249338128
97,0x40F404FE6C091b951576ECC7bCcE5ECd56c985f7,0.002432320589068846,0.002603249808999563,100.0,False,0.005035541642241037
98,0xA770A33CBf2e97A0eAED41AfaBddB997661CC24a,0.0024195677823025453,0.002589600809797822,100.0,False,0.005009139987041571
99,0x2Cd3211B1D36FEc5d7B62Eb36a93380727385133,0.0018512960675403708,0.001981394293122806,100.0,False,0.003832668473930658
100,0x7F429edeff8afC7Bb3A2CF7DB832Fc86f6FA99DA,0.0015589518809400644,0.0016685058723489939,100.0,False,0.003227439322761697
101,0xBdc505B178e600fF119A648449B7d258AE98ec76,0.0014840887449326609,0.0015883817943848342,100.0,False,0.0030724529938508543
102,0xe85a04Cc499d97826254d76CbB97fFc150f0a44C,0.001476190266820173,0.0015799282575730638,100.0,False,0.003056101072305435
103,0x8C270f234cdCBd30D281799b584Db3d0789E1317,0.0014699882770503644,0.0015732904283509495,100.0,False,0.003043261326635816
104,0x33104A01d2D186FA043EfF6839296f9a7a7ee431,0.001460802701103908,0.0015634593440211828,100.0,False,0.0030242447749549966
105,0x7A4c6e32C31a56bdd78DE86970180D8A0D613F57,0.0014521026536328053,0.0015541479082592932,100.0,False,0.0030062333945773036
106,0x8DCdb2Db0268Cde7B5c55492ef31E4fA3D187ac8,0.0010224290257781707,0.0010942793388479992,100.0,False,0.002116696277077885
107,0x63c4222a3E8CD2cdCe3Cc0Ec2Db20BfCD8451985,0.0009769791383544212,0.0010456355000026344,100.0,False,0.0020226030881347807
108,0x887f9c24363b19A97baC67F8B35DFbE1d91bF16a,0.0009721481669200319,0.001040465036240425,100.0,False,0.0020126017100517797
109,0x5fa18F60c6e4a08493ABd3A4da7B02E20B0Cb2F9,0.0009719816463679306,0.0010402868136009421,100.0,False,0.002012256968828865
