,User,ETH before hack,CRV before hack,% not recovered by user,is_multisig,ETH to recover,CRV to recover,Missed rewards in CRV
462,0x49191f90E56346FaaA9B0D3db1B01177D41AEF22,0.4135413599394313,1090.5758537485603,100.0,False,0.36514103684885696,1235.2379099993584,86.46665369995509
463,0xDFd8b2123169688Eba9c4Ad659865c05308adDCF,0.41238643863784635,1087.5301383582719,100.0,False,0.3641212859789528,1231.7881883681473,86.22517318577032
464,0xe6F37e5A7D5CDcEEb7b9f1ea59bF386B0f459b7F,0.412342828904263,1087.415132395044,100.0,False,0.36408278026977875,1231.657927162412,86.21605490136885
465,0x23F9BBca732859c2Df109DBC9007Aaf0586FCA22,0.4044412369255144,1066.5773486738253,100.0,False,0.3571059799606163,1208.0560655180857,84.563924586266
466,0x144C8876a7424B66448303b817a5d1BdC30B2221,0.40318954986322164,1063.2764462277291,100.0,False,0.3560007886641452,1204.3173069304894,84.30221148513425
467,0x9bCB95613ecC3B475E3Efa31aE650dCDCe02533f,0.40118450312973536,1057.9888117490455,100.0,False,0.35423040989646204,1198.3282814630359,83.8829797024125
468,0xF8718acF00aF254607b7D214563Dad98f273fbDf,0.39225852035856273,1034.449542828901,100.0,False,0.34634911211178976,1171.6665896202455,82.0166612734172
469,0x679507446C9D839A294adAfc2cb2F772E75d36C0,0.3900714216581387,1028.681807691606,100.0,False,0.34441798849387495,1165.1337793879877,81.55936455715913
470,0x9fB50293B2A580713EAf264879e141E051b291f2,0.38886943684156244,1025.5119781545498,100.0,False,0.34335668235930705,1161.5434801905963,81.30804361334174
471,0xd5407e5AE541CE55074bbA0824b1F8E1726F6ad8,0.38870732543442443,1025.0844639966726,100.0,False,0.34321354425264694,1161.0592573893523,81.27414801725466
472,0x7562515B36D43CD76B7C7BF78242C2B2eC72F88E,0.3866508333961162,1019.6611598784737,100.0,False,0.3413977412692422,1154.9165660568526,80.84415962397966
473,0x33229a716356A3b7474c33DC51297460a4E13257,0.3852454185676313,1015.9548522997824,100.0,False,0.34015681429702616,1150.7186263981105,80.55030384786772
474,0x62b4c0dA3d8cD4D380eF4d13Cc00EACe12270fCD,0.38450455562620217,1014.0010761769344,100.0,False,0.33950266095517917,1148.5056869438781,80.39539808607147
475,0xb5fcfFb30F8adA3ef4c1B768b0724cb1e6953231,0.38100625124541604,1004.7754783133811,100.0,False,0.33641379340151967,1138.0563374701114,79.6639436229078
476,0xf20F89916d40B95513AD80E244e0658eb88F5337,0.37988561741488264,1001.8201845631925,100.0,False,0.33542431704329323,1134.709031674857,79.42963221723998
477,0xA04A9715B12b74369582eac152Cf5Ca5A9304b24,0.37202500422968077,981.0904685882431,100.0,False,0.32848369942494227,1111.2295726828365,77.78607008779855
478,0x9a03E2b3566D3525C9D915DF6cf5f0775D73b9c4,0.3692331833193346,973.7279825886329,100.0,False,0.3260186294690632,1102.8904720257863,77.20233304180503
479,0x4D4Ef453CF782926825F5768499C7e02DaA3A9E7,0.3682673180426561,971.1808386974535,100.0,False,0.32516580776185994,1100.005456108926,77.00038192762482
480,0xE302641C9f88948417DE95837a0a883c7276370A,0.36711487163210815,968.1416499975205,100.0,False,0.32414824212508336,1096.5631269166054,76.75941888416237
481,0xC693B4FFB338579467a541b2bF267B1955870920,0.36067895672815764,951.169095203831,100.0,False,0.31846557802240755,1077.339206784278,75.41374447489946
482,0xa9fFa9dFe6b5Fe278da49883CD3EA31c3288d0b6,0.3597420881604264,948.6984203522193,100.0,False,0.31763835928843964,1074.5408033265976,75.21785623286182
483,0xFc739A12a4C9f7492dCBfD1d54CD17EA378b9d29,0.35435464270646466,934.4908500953078,100.0,False,0.31288145318522814,1058.448635752931,74.09140450270517
484,0xC004CA895F9B7a0d657753C7d05A0ab16cfA70EE,0.34946831628078856,921.6048122533944,100.0,False,0.3085670158150105,1043.8532984388817,73.0697308907217
485,0xe89bbaed9D92270eD15143c2Bf443896408e47de,0.34596166717859206,912.3572080017067,100.0,False,0.3054707801948812,1033.3790234867151,72.33653164407006
486,0xE68Dc1dFD9193cA5250107a94427FED081FDf76e,0.3458251947692094,911.9973080526486,100.0,False,0.30535028033225436,1032.9713837435875,72.30799686205113
487,0xFd459AECaf4A3dFE2F6594bC9c875Dc2593B039F,0.34462066063674296,908.820755554789,100.0,False,0.3042867232502902,1029.3734698020928,72.05614288614649
488,0x597FD366Af14906cC958568FB4B320D2eB0D4A3E,0.3433861352789274,905.5651113157918,100.0,False,0.3031966850755476,1025.6859728052927,71.79801809637048
489,0x978A7A3A7e2E76F2C53D1e46306e8ef3364D6391,0.3431046199067764,904.8227094738769,100.0,False,0.3029481178829186,1024.8450932860603,71.73915653002423
